pm25,DEWP,HUMI,PRES,TEMP,Iws,wd_NE,wd_NW,wd_SE,wd_cv,hour_sin,hour_cos,month_sin,month_cos,is_weekend,season_sin,season_cos,precipitation,Iprec,datetime,year,month,day,hour
58.0,15.0,45.0,999.0,28.0,22.35,0,0,1,0,-0.9659258262890684,0.2588190451025203,1.2246467991473532e-16,-1.0,0,1.0,6.123233995736766e-17,0.0,0.0,2011-06-27 19:00:00,2011,6,27,19
55.0,15.0,45.0,1000.0,28.0,24.14,0,0,1,0,-0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,0,1.0,6.123233995736766e-17,0.0,0.0,2011-06-27 20:00:00,2011,6,27,20
56.0,16.0,54.0,1000.0,26.0,25.93,0,0,1,0,-0.7071067811865477,0.7071067811865474,1.2246467991473532e-16,-1.0,0,1.0,6.123233995736766e-17,0.0,0.0,2011-06-27 21:00:00,2011,6,27,21
93.0,17.0,57.0,1001.0,26.0,29.06,0,0,1,0,-0.5000000000000004,0.8660254037844384,1.2246467991473532e-16,-1.0,0,1.0,6.123233995736766e-17,0.0,0.0,2011-06-27 22:00:00,2011,6,27,22
108.0,18.0,69.0,1001.0,24.0,32.19,0,0,1,0,-0.25881904510252157,0.9659258262890681,1.2246467991473532e-16,-1.0,0,1.0,6.123233995736766e-17,0.0,0.0,2011-06-27 23:00:00,2011,6,27,23
94.0,18.0,69.0,1001.0,24.0,33.08,0,0,1,0,0.0,1.0,1.2246467991473532e-16,-1.0,0,1.0,6.123233995736766e-17,0.0,0.0,2011-06-28 00:00:00,2011,6,28,0
112.0,18.0,73.0,1001.0,23.0,33.97,0,0,1,0,0.25881904510252074,0.9659258262890683,1.2246467991473532e-16,-1.0,0,1.0,6.123233995736766e-17,0.0,0.0,2011-06-28 01:00:00,2011,6,28,1
118.0,18.0,78.0,1002.0,22.0,35.76,0,0,1,0,0.49999999999999994,0.8660254037844387,1.2246467991473532e-16,-1.0,0,1.0,6.123233995736766e-17,0.0,0.0,2011-06-28 02:00:00,2011,6,28,2
121.0,18.0,78.0,1001.0,22.0,37.55,0,0,1,0,0.7071067811865476,0.7071067811865476,1.2246467991473532e-16,-1.0,0,1.0,6.123233995736766e-17,0.0,0.0,2011-06-28 03:00:00,2011,6,28,3
119.0,18.0,82.0,1002.0,21.0,1.79,1,0,0,0,0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,0,1.0,6.123233995736766e-17,0.0,0.0,2011-06-28 04:00:00,2011,6,28,4
127.0,18.0,78.0,1002.0,22.0,0.45,0,0,0,1,0.9659258262890683,0.25881904510252074,1.2246467991473532e-16,-1.0,0,1.0,6.123233995736766e-17,0.0,0.0,2011-06-28 05:00:00,2011,6,28,5
123.0,18.0,78.0,1002.0,22.0,0.89,0,0,1,0,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,0,1.0,6.123233995736766e-17,0.0,0.0,2011-06-28 06:00:00,2011,6,28,6
125.0,18.0,73.0,1003.0,23.0,1.79,0,1,0,0,0.9659258262890683,-0.25881904510252063,1.2246467991473532e-16,-1.0,0,1.0,6.123233995736766e-17,0.0,0.0,2011-06-28 07:00:00,2011,6,28,7
127.0,18.0,69.0,1003.0,24.0,0.89,0,0,0,1,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,0,1.0,6.123233995736766e-17,0.0,0.0,2011-06-28 08:00:00,2011,6,28,8
205.0,19.0,69.0,1003.0,25.0,1.79,1,0,0,0,0.7071067811865476,-0.7071067811865475,1.2246467991473532e-16,-1.0,0,1.0,6.123233995736766e-17,0.0,0.0,2011-06-28 09:00:00,2011,6,28,9
149.0,19.0,61.0,1003.0,27.0,1.79,0,0,1,0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,0,1.0,6.123233995736766e-17,0.0,0.0,2011-06-28 10:00:00,2011,6,28,10
162.0,20.0,61.0,1003.0,28.0,1.79,1,0,0,0,0.258819045102521,-0.9659258262890682,1.2246467991473532e-16,-1.0,0,1.0,6.123233995736766e-17,0.0,0.0,2011-06-28 11:00:00,2011,6,28,11
173.0,20.0,58.0,1003.0,29.0,1.79,0,0,1,0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,0,1.0,6.123233995736766e-17,0.0,0.0,2011-06-28 12:00:00,2011,6,28,12
202.0,20.0,55.0,1002.0,30.0,3.13,0,0,0,1,-0.2588190451025208,-0.9659258262890683,1.2246467991473532e-16,-1.0,0,1.0,6.123233995736766e-17,0.0,0.0,2011-06-28 13:00:00,2011,6,28,13
185.0,20.0,49.0,1001.0,32.0,3.13,0,0,1,0,-0.4999999999999997,-0.8660254037844388,1.2246467991473532e-16,-1.0,0,1.0,6.123233995736766e-17,0.0,0.0,2011-06-28 14:00:00,2011,6,28,14
166.0,20.0,49.0,1001.0,32.0,7.15,0,0,1,0,-0.7071067811865471,-0.7071067811865479,1.2246467991473532e-16,-1.0,0,1.0,6.123233995736766e-17,0.0,0.0,2011-06-28 15:00:00,2011,6,28,15
152.0,19.0,43.0,1001.0,33.0,11.17,0,0,1,0,-0.8660254037844385,-0.5000000000000004,1.2246467991473532e-16,-1.0,0,1.0,6.123233995736766e-17,0.0,0.0,2011-06-28 16:00:00,2011,6,28,16
137.0,18.0,43.0,1001.0,32.0,12.96,0,0,1,0,-0.9659258262890683,-0.25881904510252063,1.2246467991473532e-16,-1.0,0,1.0,6.123233995736766e-17,0.0,0.0,2011-06-28 17:00:00,2011,6,28,17
156.0,18.0,45.0,1001.0,31.0,16.09,0,0,1,0,-1.0,-1.8369701987210297e-16,1.2246467991473532e-16,-1.0,0,1.0,6.123233995736766e-17,0.0,0.0,2011-06-28 18:00:00,2011,6,28,18
132.0,18.0,48.0,1001.0,30.0,19.22,0,0,1,0,-0.9659258262890684,0.2588190451025203,1.2246467991473532e-16,-1.0,0,1.0,6.123233995736766e-17,0.0,0.0,2011-06-28 19:00:00,2011,6,28,19
116.0,19.0,51.0,1002.0,30.0,22.35,0,0,1,0,-0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,0,1.0,6.123233995736766e-17,0.0,0.0,2011-06-28 20:00:00,2011,6,28,20
113.0,19.0,61.0,1003.0,27.0,25.48,0,0,1,0,-0.7071067811865477,0.7071067811865474,1.2246467991473532e-16,-1.0,0,1.0,6.123233995736766e-17,0.0,0.0,2011-06-28 21:00:00,2011,6,28,21
141.0,19.0,61.0,1004.0,27.0,28.61,0,0,1,0,-0.5000000000000004,0.8660254037844384,1.2246467991473532e-16,-1.0,0,1.0,6.123233995736766e-17,0.0,0.0,2011-06-28 22:00:00,2011,6,28,22
177.0,20.0,69.0,1004.0,26.0,30.4,0,0,1,0,-0.25881904510252157,0.9659258262890681,1.2246467991473532e-16,-1.0,0,1.0,6.123233995736766e-17,0.0,0.0,2011-06-28 23:00:00,2011,6,28,23
199.0,19.0,73.0,1004.0,24.0,0.89,0,0,0,1,0.0,1.0,1.2246467991473532e-16,-1.0,0,1.0,6.123233995736766e-17,0.0,0.0,2011-06-29 00:00:00,2011,6,29,0
226.0,19.0,73.0,1004.0,24.0,1.79,1,0,0,0,0.25881904510252074,0.9659258262890683,1.2246467991473532e-16,-1.0,0,1.0,6.123233995736766e-17,0.0,0.0,2011-06-29 01:00:00,2011,6,29,1
229.0,19.0,78.0,1004.0,23.0,0.89,0,0,0,1,0.49999999999999994,0.8660254037844387,1.2246467991473532e-16,-1.0,0,1.0,6.123233995736766e-17,0.0,0.0,2011-06-29 02:00:00,2011,6,29,2
242.0,19.0,78.0,1003.0,23.0,1.78,0,0,0,1,0.7071067811865476,0.7071067811865476,1.2246467991473532e-16,-1.0,0,1.0,6.123233995736766e-17,0.0,0.0,2011-06-29 03:00:00,2011,6,29,3
244.0,20.0,88.0,1003.0,22.0,2.23,0,0,0,1,0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,0,1.0,6.123233995736766e-17,0.0,0.0,2011-06-29 04:00:00,2011,6,29,4
265.0,20.0,88.0,1004.0,22.0,3.12,0,0,0,1,0.9659258262890683,0.25881904510252074,1.2246467991473532e-16,-1.0,0,1.0,6.123233995736766e-17,0.0,0.0,2011-06-29 05:00:00,2011,6,29,5
266.0,20.0,83.0,1004.0,23.0,0.89,0,0,1,0,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,0,1.0,6.123233995736766e-17,0.0,0.0,2011-06-29 06:00:00,2011,6,29,6
259.0,21.0,83.0,1005.0,24.0,0.89,0,0,0,1,0.9659258262890683,-0.25881904510252063,1.2246467991473532e-16,-1.0,0,1.0,6.123233995736766e-17,0.0,0.0,2011-06-29 07:00:00,2011,6,29,7
274.0,21.0,83.0,1005.0,24.0,1.79,0,0,1,0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,0,1.0,6.123233995736766e-17,0.0,0.0,2011-06-29 08:00:00,2011,6,29,8
275.0,22.0,83.0,1005.0,25.0,4.92,0,0,1,0,0.7071067811865476,-0.7071067811865475,1.2246467991473532e-16,-1.0,0,1.0,6.123233995736766e-17,0.0,0.0,2011-06-29 09:00:00,2011,6,29,9
242.0,22.0,78.0,1005.0,26.0,6.71,0,0,1,0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,0,1.0,6.123233995736766e-17,0.0,0.0,2011-06-29 10:00:00,2011,6,29,10
232.0,23.0,78.0,1005.0,27.0,8.5,0,0,1,0,0.258819045102521,-0.9659258262890682,1.2246467991473532e-16,-1.0,0,1.0,6.123233995736766e-17,0.0,0.0,2011-06-29 11:00:00,2011,6,29,11
208.0,22.0,69.0,1005.0,28.0,10.29,0,0,1,0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,0,1.0,6.123233995736766e-17,0.0,0.0,2011-06-29 12:00:00,2011,6,29,12
204.0,22.0,65.0,1004.0,29.0,14.31,0,0,1,0,-0.2588190451025208,-0.9659258262890683,1.2246467991473532e-16,-1.0,0,1.0,6.123233995736766e-17,0.0,0.0,2011-06-29 13:00:00,2011,6,29,13
190.0,22.0,62.0,1003.0,30.0,18.33,0,0,1,0,-0.4999999999999997,-0.8660254037844388,1.2246467991473532e-16,-1.0,0,1.0,6.123233995736766e-17,0.0,0.0,2011-06-29 14:00:00,2011,6,29,14
223.0,22.0,62.0,1003.0,30.0,22.35,0,0,1,0,-0.7071067811865471,-0.7071067811865479,1.2246467991473532e-16,-1.0,0,1.0,6.123233995736766e-17,0.0,0.0,2011-06-29 15:00:00,2011,6,29,15
228.0,22.0,62.0,1002.0,30.0,27.27,0,0,1,0,-0.8660254037844385,-0.5000000000000004,1.2246467991473532e-16,-1.0,0,1.0,6.123233995736766e-17,0.0,0.0,2011-06-29 16:00:00,2011,6,29,16
243.0,23.0,66.0,1002.0,30.0,32.19,0,0,1,0,-0.9659258262890683,-0.25881904510252063,1.2246467991473532e-16,-1.0,0,1.0,6.123233995736766e-17,0.0,0.0,2011-06-29 17:00:00,2011,6,29,17
229.0,22.0,69.0,1002.0,28.0,37.11,0,0,1,0,-1.0,-1.8369701987210297e-16,1.2246467991473532e-16,-1.0,0,1.0,6.123233995736766e-17,0.0,0.0,2011-06-29 18:00:00,2011,6,29,18
224.0,22.0,74.0,1002.0,27.0,42.03,0,0,1,0,-0.9659258262890684,0.2588190451025203,1.2246467991473532e-16,-1.0,0,1.0,6.123233995736766e-17,0.0,0.0,2011-06-29 19:00:00,2011,6,29,19
206.0,22.0,74.0,1003.0,27.0,46.95,0,0,1,0,-0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,0,1.0,6.123233995736766e-17,0.0,0.0,2011-06-29 20:00:00,2011,6,29,20
226.0,22.0,78.0,1003.0,26.0,50.97,0,0,1,0,-0.7071067811865477,0.7071067811865474,1.2246467991473532e-16,-1.0,0,1.0,6.123233995736766e-17,0.0,0.0,2011-06-29 21:00:00,2011,6,29,21
256.0,22.0,83.0,1004.0,25.0,0.89,0,0,0,1,-0.5000000000000004,0.8660254037844384,1.2246467991473532e-16,-1.0,0,1.0,6.123233995736766e-17,0.0,0.0,2011-06-29 22:00:00,2011,6,29,22
266.0,22.0,83.0,1004.0,25.0,3.13,0,0,1,0,-0.25881904510252157,0.9659258262890681,1.2246467991473532e-16,-1.0,0,1.0,6.123233995736766e-17,0.0,0.0,2011-06-29 23:00:00,2011,6,29,23
242.0,22.0,88.0,1003.0,24.0,6.26,0,0,1,0,0.0,1.0,1.2246467991473532e-16,-1.0,0,1.0,6.123233995736766e-17,0.0,0.0,2011-06-30 00:00:00,2011,6,30,0
255.0,21.0,83.0,1003.0,24.0,9.39,0,0,1,0,0.25881904510252074,0.9659258262890683,1.2246467991473532e-16,-1.0,0,1.0,6.123233995736766e-17,1.9,1.9,2011-06-30 01:00:00,2011,6,30,1
238.0,22.0,94.0,1003.0,23.0,11.18,0,0,1,0,0.49999999999999994,0.8660254037844387,1.2246467991473532e-16,-1.0,0,1.0,6.123233995736766e-17,0.1,2.0,2011-06-30 02:00:00,2011,6,30,2
229.0,22.0,94.0,1002.0,23.0,1.79,1,0,0,0,0.7071067811865476,0.7071067811865476,1.2246467991473532e-16,-1.0,0,1.0,6.123233995736766e-17,0.0,0.0,2011-06-30 03:00:00,2011,6,30,3
231.0,22.0,94.0,1002.0,23.0,0.89,0,0,0,1,0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,0,1.0,6.123233995736766e-17,0.0,0.0,2011-06-30 04:00:00,2011,6,30,4
219.0,22.0,94.0,1002.0,23.0,1.79,0,0,1,0,0.9659258262890683,0.25881904510252074,1.2246467991473532e-16,-1.0,0,1.0,6.123233995736766e-17,0.0,0.0,2011-06-30 05:00:00,2011,6,30,5
145.0,22.0,94.0,1003.0,23.0,4.92,0,0,1,0,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,0,1.0,6.123233995736766e-17,7.9,7.9,2011-06-30 06:00:00,2011,6,30,6
35.0,20.0,94.0,1003.0,21.0,6.71,0,0,1,0,0.9659258262890683,-0.25881904510252063,1.2246467991473532e-16,-1.0,0,1.0,6.123233995736766e-17,1.5,9.4,2011-06-30 07:00:00,2011,6,30,7
38.0,21.0,94.0,1003.0,22.0,0.89,0,0,0,1,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,0,1.0,6.123233995736766e-17,0.0,0.0,2011-06-30 08:00:00,2011,6,30,8
37.0,21.0,88.0,1003.0,23.0,1.78,0,0,0,1,0.7071067811865476,-0.7071067811865475,1.2246467991473532e-16,-1.0,0,1.0,6.123233995736766e-17,0.0,0.0,2011-06-30 09:00:00,2011,6,30,9
33.0,21.0,88.0,1003.0,23.0,1.79,1,0,0,0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,0,1.0,6.123233995736766e-17,0.0,0.0,2011-06-30 10:00:00,2011,6,30,10
48.0,22.0,88.0,1003.0,24.0,0.89,0,0,0,1,0.258819045102521,-0.9659258262890682,1.2246467991473532e-16,-1.0,0,1.0,6.123233995736766e-17,0.0,0.0,2011-06-30 11:00:00,2011,6,30,11
48.0,21.0,78.0,1003.0,25.0,1.78,0,0,0,1,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,0,1.0,6.123233995736766e-17,0.0,0.0,2011-06-30 12:00:00,2011,6,30,12
47.0,22.0,74.0,1002.0,27.0,2.67,0,0,0,1,-0.2588190451025208,-0.9659258262890683,1.2246467991473532e-16,-1.0,0,1.0,6.123233995736766e-17,0.0,0.0,2011-06-30 13:00:00,2011,6,30,13
52.0,21.0,65.0,1002.0,28.0,1.79,1,0,0,0,-0.4999999999999997,-0.8660254037844388,1.2246467991473532e-16,-1.0,0,1.0,6.123233995736766e-17,0.0,0.0,2011-06-30 14:00:00,2011,6,30,14
58.0,23.0,70.0,1002.0,29.0,1.79,0,0,1,0,-0.7071067811865471,-0.7071067811865479,1.2246467991473532e-16,-1.0,0,1.0,6.123233995736766e-17,0.0,0.0,2011-06-30 15:00:00,2011,6,30,15
75.0,23.0,70.0,1002.0,29.0,1.79,0,0,0,1,-0.8660254037844385,-0.5000000000000004,1.2246467991473532e-16,-1.0,0,1.0,6.123233995736766e-17,0.0,0.0,2011-06-30 16:00:00,2011,6,30,16
113.0,23.0,70.0,1001.0,29.0,1.79,0,0,1,0,-0.9659258262890683,-0.25881904510252063,1.2246467991473532e-16,-1.0,0,1.0,6.123233995736766e-17,0.0,0.0,2011-06-30 17:00:00,2011,6,30,17
150.0,23.0,74.0,1002.0,28.0,3.13,1,0,0,0,-1.0,-1.8369701987210297e-16,1.2246467991473532e-16,-1.0,0,1.0,6.123233995736766e-17,0.0,0.0,2011-06-30 18:00:00,2011,6,30,18
213.0,23.0,74.0,1002.0,28.0,1.79,0,0,1,0,-0.9659258262890684,0.2588190451025203,1.2246467991473532e-16,-1.0,0,1.0,6.123233995736766e-17,0.0,0.0,2011-06-30 19:00:00,2011,6,30,19
213.0,23.0,78.0,1003.0,27.0,3.58,0,0,1,0,-0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,0,1.0,6.123233995736766e-17,0.0,0.0,2011-06-30 20:00:00,2011,6,30,20
218.0,23.0,78.0,1003.0,27.0,4.47,0,0,1,0,-0.7071067811865477,0.7071067811865474,1.2246467991473532e-16,-1.0,0,1.0,6.123233995736766e-17,0.0,0.0,2011-06-30 21:00:00,2011,6,30,21
233.0,23.0,78.0,1004.0,27.0,6.26,0,0,1,0,-0.5000000000000004,0.8660254037844384,1.2246467991473532e-16,-1.0,0,1.0,6.123233995736766e-17,0.0,0.0,2011-06-30 22:00:00,2011,6,30,22
245.0,23.0,83.0,1004.0,26.0,9.39,0,0,1,0,-0.25881904510252157,0.9659258262890681,1.2246467991473532e-16,-1.0,0,1.0,6.123233995736766e-17,0.0,0.0,2011-06-30 23:00:00,2011,6,30,23
254.0,23.0,83.0,1003.0,26.0,11.18,0,0,1,0,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0,1.0,6.123233995736766e-17,0.0,0.0,2011-07-01 00:00:00,2011,7,1,0
232.0,23.0,88.0,1003.0,25.0,12.97,0,0,1,0,0.25881904510252074,0.9659258262890683,-0.4999999999999997,-0.8660254037844388,0,1.0,6.123233995736766e-17,0.0,0.0,2011-07-01 01:00:00,2011,7,1,1
220.0,23.0,88.0,1003.0,25.0,0.89,0,0,0,1,0.49999999999999994,0.8660254037844387,-0.4999999999999997,-0.8660254037844388,0,1.0,6.123233995736766e-17,0.0,0.0,2011-07-01 02:00:00,2011,7,1,2
222.0,23.0,94.0,1002.0,24.0,1.78,0,0,0,1,0.7071067811865476,0.7071067811865476,-0.4999999999999997,-0.8660254037844388,0,1.0,6.123233995736766e-17,0.0,0.0,2011-07-01 03:00:00,2011,7,1,3
230.0,22.0,88.0,1003.0,24.0,1.79,0,0,1,0,0.8660254037844386,0.5000000000000001,-0.4999999999999997,-0.8660254037844388,0,1.0,6.123233995736766e-17,0.0,0.0,2011-07-01 04:00:00,2011,7,1,4
226.0,22.0,88.0,1003.0,24.0,0.89,0,0,0,1,0.9659258262890683,0.25881904510252074,-0.4999999999999997,-0.8660254037844388,0,1.0,6.123233995736766e-17,0.0,0.0,2011-07-01 05:00:00,2011,7,1,5
221.0,23.0,94.0,1003.0,24.0,0.89,0,0,1,0,1.0,6.123233995736766e-17,-0.4999999999999997,-0.8660254037844388,0,1.0,6.123233995736766e-17,0.0,0.0,2011-07-01 06:00:00,2011,7,1,6
206.0,23.0,88.0,1003.0,25.0,0.89,0,0,0,1,0.9659258262890683,-0.25881904510252063,-0.4999999999999997,-0.8660254037844388,0,1.0,6.123233995736766e-17,2.5,2.5,2011-07-01 07:00:00,2011,7,1,7
82.0,23.0,88.0,1004.0,25.0,4.92,0,0,1,0,0.8660254037844387,-0.4999999999999998,-0.4999999999999997,-0.8660254037844388,0,1.0,6.123233995736766e-17,3.5,6.0,2011-07-01 08:00:00,2011,7,1,8
29.0,23.0,94.0,1004.0,24.0,8.05,0,0,1,0,0.7071067811865476,-0.7071067811865475,-0.4999999999999997,-0.8660254037844388,0,1.0,6.123233995736766e-17,0.6,6.6,2011-07-01 09:00:00,2011,7,1,9
39.0,23.0,94.0,1003.0,24.0,0.89,0,0,0,1,0.49999999999999994,-0.8660254037844387,-0.4999999999999997,-0.8660254037844388,0,1.0,6.123233995736766e-17,0.0,0.0,2011-07-01 10:00:00,2011,7,1,10
61.0,23.0,94.0,1003.0,24.0,1.79,0,0,1,0,0.258819045102521,-0.9659258262890682,-0.4999999999999997,-0.8660254037844388,0,1.0,6.123233995736766e-17,0.0,0.0,2011-07-01 11:00:00,2011,7,1,11
77.0,24.0,94.0,1003.0,25.0,4.92,0,0,1,0,1.2246467991473532e-16,-1.0,-0.4999999999999997,-0.8660254037844388,0,1.0,6.123233995736766e-17,0.0,0.0,2011-07-01 12:00:00,2011,7,1,12
93.0,24.0,94.0,1003.0,25.0,6.71,0,0,1,0,-0.2588190451025208,-0.9659258262890683,-0.4999999999999997,-0.8660254037844388,0,1.0,6.123233995736766e-17,0.0,0.0,2011-07-01 13:00:00,2011,7,1,13
109.0,23.0,83.0,1002.0,26.0,3.13,1,0,0,0,-0.4999999999999997,-0.8660254037844388,-0.4999999999999997,-0.8660254037844388,0,1.0,6.123233995736766e-17,0.0,0.0,2011-07-01 14:00:00,2011,7,1,14
94.0,23.0,83.0,1001.0,26.0,1.79,0,0,1,0,-0.7071067811865471,-0.7071067811865479,-0.4999999999999997,-0.8660254037844388,0,1.0,6.123233995736766e-17,0.0,0.0,2011-07-01 15:00:00,2011,7,1,15
81.0,23.0,83.0,1001.0,26.0,0.89,0,0,0,1,-0.8660254037844385,-0.5000000000000004,-0.4999999999999997,-0.8660254037844388,0,1.0,6.123233995736766e-17,0.0,0.0,2011-07-01 16:00:00,2011,7,1,16
91.0,23.0,83.0,1001.0,26.0,1.79,0,0,1,0,-0.9659258262890683,-0.25881904510252063,-0.4999999999999997,-0.8660254037844388,0,1.0,6.123233995736766e-17,0.0,0.0,2011-07-01 17:00:00,2011,7,1,17
117.0,23.0,83.0,1001.0,26.0,0.89,0,0,0,1,-1.0,-1.8369701987210297e-16,-0.4999999999999997,-0.8660254037844388,0,1.0,6.123233995736766e-17,0.0,0.0,2011-07-01 18:00:00,2011,7,1,18
121.0,23.0,83.0,1001.0,26.0,1.79,0,0,1,0,-0.9659258262890684,0.2588190451025203,-0.4999999999999997,-0.8660254037844388,0,1.0,6.123233995736766e-17,0.0,0.0,2011-07-01 19:00:00,2011,7,1,19
112.0,23.0,88.0,1002.0,25.0,3.58,0,0,1,0,-0.8660254037844386,0.5000000000000001,-0.4999999999999997,-0.8660254037844388,0,1.0,6.123233995736766e-17,0.0,0.0,2011-07-01 20:00:00,2011,7,1,20
108.0,23.0,88.0,1002.0,25.0,5.37,0,0,1,0,-0.7071067811865477,0.7071067811865474,-0.4999999999999997,-0.8660254037844388,0,1.0,6.123233995736766e-17,0.0,0.0,2011-07-01 21:00:00,2011,7,1,21
118.0,24.0,94.0,1002.0,25.0,0.89,0,0,0,1,-0.5000000000000004,0.8660254037844384,-0.4999999999999997,-0.8660254037844388,0,1.0,6.123233995736766e-17,0.0,0.0,2011-07-01 22:00:00,2011,7,1,22
133.0,23.0,88.0,1002.0,25.0,1.79,0,0,1,0,-0.25881904510252157,0.9659258262890681,-0.4999999999999997,-0.8660254037844388,0,1.0,6.123233995736766e-17,0.0,0.0,2011-07-01 23:00:00,2011,7,1,23
141.0,23.0,94.0,1001.0,24.0,0.89,0,0,0,1,0.0,1.0,-0.4999999999999997,-0.8660254037844388,1,1.0,6.123233995736766e-17,0.0,0.0,2011-07-02 00:00:00,2011,7,2,0
150.0,23.0,94.0,1001.0,24.0,0.89,0,0,1,0,0.25881904510252074,0.9659258262890683,-0.4999999999999997,-0.8660254037844388,1,1.0,6.123233995736766e-17,0.0,0.0,2011-07-02 01:00:00,2011,7,2,1
170.0,23.0,94.0,1001.0,24.0,0.89,0,0,0,1,0.49999999999999994,0.8660254037844387,-0.4999999999999997,-0.8660254037844388,1,1.0,6.123233995736766e-17,0.0,0.0,2011-07-02 02:00:00,2011,7,2,2
165.0,23.0,94.0,1001.0,24.0,1.78,0,0,0,1,0.7071067811865476,0.7071067811865476,-0.4999999999999997,-0.8660254037844388,1,1.0,6.123233995736766e-17,0.0,0.0,2011-07-02 03:00:00,2011,7,2,3
179.0,23.0,94.0,1000.0,24.0,1.79,1,0,0,0,0.8660254037844386,0.5000000000000001,-0.4999999999999997,-0.8660254037844388,1,1.0,6.123233995736766e-17,0.0,0.0,2011-07-02 04:00:00,2011,7,2,4
153.0,23.0,94.0,1000.0,24.0,2.68,1,0,0,0,0.9659258262890683,0.25881904510252074,-0.4999999999999997,-0.8660254037844388,1,1.0,6.123233995736766e-17,0.1,0.1,2011-07-02 05:00:00,2011,7,2,5
166.0,23.0,94.0,1000.0,24.0,0.89,0,0,0,1,1.0,6.123233995736766e-17,-0.4999999999999997,-0.8660254037844388,1,1.0,6.123233995736766e-17,0.1,0.2,2011-07-02 06:00:00,2011,7,2,6
165.0,23.0,94.0,1001.0,24.0,1.79,0,0,1,0,0.9659258262890683,-0.25881904510252063,-0.4999999999999997,-0.8660254037844388,1,1.0,6.123233995736766e-17,0.2,0.4,2011-07-02 07:00:00,2011,7,2,7
160.0,24.0,94.0,1001.0,25.0,0.89,0,0,0,1,0.8660254037844387,-0.4999999999999998,-0.4999999999999997,-0.8660254037844388,1,1.0,6.123233995736766e-17,0.0,0.0,2011-07-02 08:00:00,2011,7,2,8
176.0,24.0,94.0,1001.0,25.0,1.78,0,0,0,1,0.7071067811865476,-0.7071067811865475,-0.4999999999999997,-0.8660254037844388,1,1.0,6.123233995736766e-17,0.0,0.0,2011-07-02 09:00:00,2011,7,2,9
162.0,24.0,88.0,1001.0,26.0,4.02,0,1,0,0,0.49999999999999994,-0.8660254037844387,-0.4999999999999997,-0.8660254037844388,1,1.0,6.123233995736766e-17,0.0,0.0,2011-07-02 10:00:00,2011,7,2,10
144.0,24.0,88.0,1001.0,26.0,5.81,0,1,0,0,0.258819045102521,-0.9659258262890682,-0.4999999999999997,-0.8660254037844388,1,1.0,6.123233995736766e-17,0.0,0.0,2011-07-02 11:00:00,2011,7,2,11
128.0,23.0,78.0,1001.0,27.0,0.89,0,0,0,1,1.2246467991473532e-16,-1.0,-0.4999999999999997,-0.8660254037844388,1,1.0,6.123233995736766e-17,0.0,0.0,2011-07-02 12:00:00,2011,7,2,12
140.0,24.0,78.0,1000.0,28.0,1.79,0,0,1,0,-0.2588190451025208,-0.9659258262890683,-0.4999999999999997,-0.8660254037844388,1,1.0,6.123233995736766e-17,0.0,0.0,2011-07-02 13:00:00,2011,7,2,13
133.0,24.0,78.0,1000.0,28.0,3.58,0,0,1,0,-0.4999999999999997,-0.8660254037844388,-0.4999999999999997,-0.8660254037844388,1,1.0,6.123233995736766e-17,0.0,0.0,2011-07-02 14:00:00,2011,7,2,14
122.0,24.0,78.0,1000.0,28.0,5.37,0,0,1,0,-0.7071067811865471,-0.7071067811865479,-0.4999999999999997,-0.8660254037844388,1,1.0,6.123233995736766e-17,0.0,0.0,2011-07-02 15:00:00,2011,7,2,15
164.0,24.0,78.0,999.0,28.0,0.89,0,0,0,1,-0.8660254037844385,-0.5000000000000004,-0.4999999999999997,-0.8660254037844388,1,1.0,6.123233995736766e-17,0.0,0.0,2011-07-02 16:00:00,2011,7,2,16
155.0,24.0,78.0,999.0,28.0,1.78,0,0,0,1,-0.9659258262890683,-0.25881904510252063,-0.4999999999999997,-0.8660254037844388,1,1.0,6.123233995736766e-17,0.0,0.0,2011-07-02 17:00:00,2011,7,2,17
